3.086000000000000000e+21 1.146657041579454197e-24
1.339674916387959708e+22 6.084522957818523393e-26
2.370749832775919364e+22 1.942915570142213973e-26
3.401824749163879019e+22 9.436295076542176250e-27
4.432899665551838675e+22 5.557117539237075356e-27
5.463974581939797911e+22 3.657699686618905420e-27
6.495049498327757986e+22 2.588573229857141348e-27
7.526124414715718061e+22 1.927891546666098639e-27
8.557199331103676459e+22 1.491289941894012355e-27
9.588274247491635695e+22 1.187803200244772024e-27
1.061934916387959493e+23 9.683438185873759052e-28
1.165042408026755584e+23 8.045293969336680676e-28
1.268149899665551508e+23 6.790225582229638691e-28
1.371257391304347432e+23 5.807475988100646557e-28
1.474364882943143523e+23 5.023604370416026636e-28
1.577472374581939447e+23 4.388356091527620740e-28
1.680579866220735538e+23 3.866402592000397480e-28
1.783687357859531630e+23 3.432321157697908825e-28
1.886794849498327385e+23 3.067439612718901195e-28
1.989902341137123477e+23 2.757794238171820780e-28
2.093009832775919233e+23 2.492773669003014928e-28
2.196117324414715324e+23 2.264197517653892993e-28
2.299224816053511415e+23 2.065677453660923342e-28
2.402332307692307171e+23 1.892165945676856119e-28
2.505439799331103263e+23 1.739632216659984991e-28
2.608547290969899354e+23 1.604826018199946036e-28
2.711654782608695110e+23 1.485103041017195517e-28
2.814762274247491201e+23 1.378294244388871752e-28
2.917869765886287293e+23 1.282606917384691608e-28
3.020977257525083049e+23 1.196548961458639120e-28
3.124084749163878804e+23 1.118870368244735258e-28
3.227192240802674896e+23 1.048517570310304135e-28
3.330299732441470987e+23 9.845975275570423459e-29
3.433407224080267079e+23 9.263492466491998055e-29
3.536514715719063170e+23 8.731210258925780799e-29
3.639622207357858590e+23 8.243521469546870330e-29
3.742729698996654682e+23 7.795580473056284709e-29
3.845837190635450773e+23 7.383182371393140814e-29
3.948944682274246864e+23 7.002663952077555568e-29
4.052052173913042956e+23 6.650822058194063803e-29
4.155159665551838376e+23 6.324845957619329119e-29
4.258267157190634467e+23 6.022261033442911405e-29
4.361374648829430559e+23 5.740881680393446838e-29
4.464482140468226650e+23 5.478771726506140718e-29
4.567589632107022742e+23 5.234211036769987784e-29
4.670697123745818833e+23 5.005667219340266108e-29
4.773804615384614253e+23 4.791771562397066478e-29
4.876912107023410345e+23 4.591298493835649840e-29
4.980019598662206436e+23 4.403147986465415683e-29
5.083127090301002528e+23 4.226330435692537850e-29
5.186234581939798619e+23 4.059953620436476576e-29
5.289342073578594039e+23 3.903211425638602698e-29
5.392449565217390131e+23 3.755374059529325605e-29
5.495557056856186222e+23 3.615779543444207093e-29
5.598664548494982313e+23 3.483826288463229974e-29
5.701772040133778405e+23 3.358966603094788635e-29
5.804879531772574496e+23 3.240701000902586926e-29
5.907987023411369916e+23 3.128573197382078540e-29
6.011094515050166008e+23 3.022165702331729719e-29
6.114202006688961428e+23 2.921095928071257491e-29
6.217309498327757520e+23 2.825012745646195754e-29
6.320416989966553611e+23 2.733593431038575963e-29
6.423524481605349702e+23 2.646540951710947916e-29
6.526631973244145794e+23 2.563581550816664746e-29
6.629739464882941885e+23 2.484462592334084562e-29
6.732846956521737977e+23 2.408950635406960529e-29
6.835954448160534068e+23 2.336829710445789935e-29
6.939061939799330159e+23 2.267899773187400009e-29
7.042169431438126251e+23 2.201975316023238780e-29
7.145276923076922342e+23 2.138884118574053103e-29
7.248384414715717091e+23 2.078466121779254490e-29
7.351491906354513183e+23 2.020572411740866729e-29
7.454599397993309274e+23 1.965064301262813070e-29
7.557706889632105366e+23 1.911812498496699532e-29
7.660814381270901457e+23 1.860696353379121123e-29
7.763921872909697548e+23 1.811603173651369575e-29
7.867029364548493640e+23 1.764427603214274106e-29
7.970136856187289731e+23 1.719071056409178346e-29
8.073244347826085822e+23 1.675441202547939610e-29
8.176351839464881914e+23 1.633451495655042598e-29
8.279459331103676663e+23 1.593020744945879558e-29
8.382566822742472754e+23 1.554072722057651508e-29
8.485674314381268846e+23 1.516535801482298397e-29
8.588781806020064937e+23 1.480342631032138108e-29
8.691889297658861029e+23 1.445429829505227134e-29
8.794996789297657120e+23 1.411737709014589610e-29
8.898104280936453211e+23 1.379210019708364299e-29
9.001211772575249303e+23 1.347793714840891758e-29
9.104319264214045394e+23 1.317438734361485104e-29
9.207426755852841486e+23 1.288097805371352618e-29
9.310534247491637577e+23 1.259726257962623492e-29
9.413641739130432326e+23 1.232281855099103042e-29
9.516749230769228418e+23 1.205724635328355031e-29
9.619856722408024509e+23 1.180016767230862618e-29
9.722964214046820600e+23 1.155122414615856963e-29
9.826071705685616692e+23 1.131007611566471113e-29
9.929179197324412783e+23 1.107640146520280864e-29
1.003228668896320887e+24 1.084989454646200383e-29
1.013539418060200497e+24 1.063026517846009259e-29
1.023850167224080106e+24 1.041723771769364760e-29
1.034160916387959715e+24 1.021055019285709183e-29
1.044471665551839324e+24 1.000995349905691101e-29
1.054782414715718799e+24 9.815210646891344953e-30
1.065093163879598408e+24 9.626096062167257209e-30
1.075403913043478017e+24 9.442394932389037625e-30
1.085714662207357626e+24 9.263902596483082227e-30
1.096025411371237235e+24 9.090423974519467902e-30
1.106336160535116845e+24 8.921773034462717611e-30
1.116646909698996454e+24 8.757772293229108346e-30
1.126957658862876063e+24 8.598252349551097256e-30
1.137268408026755672e+24 8.443051446352460036e-30
1.147579157190635281e+24 8.292015060522565577e-30
1.157889906354514890e+24 8.144995518146715583e-30
1.168200655518394365e+24 8.001851633403084020e-30
1.178511404682273974e+24 7.862448369477134095e-30
1.188822153846153584e+24 7.726656519972509777e-30
1.199132903010033193e+24 7.594352409414600669e-30
1.209443652173912802e+24 7.465417611550233056e-30
1.219754401337792143e+24 7.339738684245159705e-30
1.230065150501671752e+24 7.217206919871011052e-30
1.240375899665551361e+24 7.097718110156013317e-30
1.250686648829430970e+24 6.981172324549459083e-30
1.260997397993310579e+24 6.867473701219631808e-30
1.271308147157190188e+24 6.756530249868828450e-30
1.281618896321069797e+24 6.648253665608020919e-30
1.291929645484949406e+24 6.542559153187855860e-30
1.302240394648829016e+24 6.439365260932623366e-30
1.312551143812708625e+24 6.338593723769860634e-30
1.322861892976588234e+24 6.240169314790626274e-30
1.333172642140467843e+24 6.144019704814746745e-30
1.343483391304347452e+24 6.050075329471383402e-30
1.353794140468227061e+24 5.958269263338850745e-30
1.364104889632106670e+24 5.868537100718385500e-30
1.374415638795986280e+24 5.780816842645263307e-30
1.384726387959865889e+24 5.695048789767098838e-30
1.395037137123745498e+24 5.611175440743705370e-30
1.405347886287625107e+24 5.529141395845635039e-30
1.415658635451504716e+24 5.448893265449581794e-30
1.425969384615384325e+24 5.370379583148438168e-30
1.436280133779263666e+24 5.293550723211938857e-30
1.446590882943143275e+24 5.218358822150678963e-30
1.456901632107022884e+24 5.144757704152071919e-30
1.467212381270902493e+24 5.072702810171263761e-30
1.477523130434782103e+24 5.002151130473750300e-30
1.487833879598661712e+24 4.933061140438934228e-30
1.498144628762541321e+24 4.865392739445755517e-30
1.508455377926420930e+24 4.799107192672393445e-30
1.518766127090300539e+24 4.734167075652364743e-30
1.529076876254180148e+24 4.670536221438779391e-30
1.539387625418059757e+24 4.608179670237495839e-30
1.549698374581939367e+24 4.547063621378212400e-30
1.560009123745818976e+24 4.487155387500263911e-30
1.570319872909698585e+24 4.428423350837190759e-30
1.580630622073578194e+24 4.370836921490899483e-30
1.590941371237457803e+24 4.314366497592626228e-30
1.601252120401337412e+24 4.258983427253772407e-30
1.611562869565217021e+24 4.204659972215346028e-30
1.621873618729096631e+24 4.151369273109877162e-30
1.632184367892976240e+24 4.099085316254551153e-30
1.642495117056855849e+24 4.047782901898952003e-30
1.652805866220735189e+24 3.997437613855017127e-30
1.663116615384614799e+24 3.948025790440865665e-30
1.673427364548494408e+24 3.899524496673952337e-30
1.683738113712374017e+24 3.851911497652522403e-30
1.694048862876253626e+24 3.805165233067676949e-30
1.704359612040133235e+24 3.759264792791514897e-30
1.714670361204012844e+24 3.714189893489726480e-30
1.724981110367892453e+24 3.669920856209805739e-30
1.735291859531772063e+24 3.626438584898645503e-30
1.745602608695651672e+24 3.583724545805724271e-30
1.755913357859531281e+24 3.541760747730407263e-30
1.766224107023410890e+24 3.500529723074058720e-30
1.776534856187290499e+24 3.460014509659707033e-30
1.786845605351170108e+24 3.420198633283928253e-30
1.797156354515049717e+24 3.381066090967435234e-30
1.807467103678929327e+24 3.342601334872595162e-30
1.817777852842808936e+24 3.304789256857671884e-30
1.828088602006688545e+24 3.267615173639166607e-30
1.838399351170568154e+24 3.231064812535037450e-30
1.848710100334447763e+24 3.195124297762960706e-30
1.859020849498327372e+24 3.159780137269064149e-30
1.869331598662206981e+24 3.125019210063803214e-30
1.879642347826086322e+24 3.090828754042774728e-30
1.889953096989965931e+24 3.057196354271365342e-30
1.900263846153845540e+24 3.024109931713164201e-30
1.910574595317725150e+24 2.991557732383013557e-30
1.920885344481604759e+24 2.959528316906528752e-30
1.931196093645484368e+24 2.928010550468771065e-30
1.941506842809363977e+24 2.896993593135572748e-30
1.951817591973243586e+24 2.866466890531819739e-30
1.962128341137123195e+24 2.836420164861725457e-30
1.972439090301002804e+24 2.806843406256813315e-30
1.982749839464882414e+24 2.777726864438040565e-30
1.993060588628762023e+24 2.749061040679066444e-30
2.003371337792641632e+24 2.720836680058317769e-30
2.013682086956521241e+24 2.693044763988041845e-30
2.023992836120400850e+24 2.665676503009092855e-30
2.034303585284280459e+24 2.638723329840698171e-30
2.044614334448160068e+24 2.612176892674954427e-30
2.054925083612039677e+24 2.586029048706240781e-30
2.065235832775919287e+24 2.560271857886201286e-30
2.075546581939798896e+24 2.534897576895351888e-30
2.085857331103678505e+24 2.509898653322761684e-30
2.096168080267557846e+24 2.485267720045646216e-30
2.106478829431437455e+24 2.460997589801059517e-30
2.116789578595317064e+24 2.437081249942228255e-30
2.127100327759196673e+24 2.413511857372365578e-30
2.137411076923076282e+24 2.390282733649152950e-30
2.147721826086955891e+24 2.367387360253336812e-30
2.158032575250835500e+24 2.344819374015188524e-30
2.168343324414715110e+24 2.322572562692836325e-30
2.178654073578594719e+24 2.300640860696731364e-30
2.188964822742474328e+24 2.279018344954750139e-30
2.199275571906353937e+24 2.257699230912685140e-30
2.209586321070233546e+24 2.236677868665062208e-30
2.219897070234113155e+24 2.215948739211469744e-30
2.230207819397992764e+24 2.195506450833757261e-30
2.240518568561872374e+24 2.175345735589668891e-30
2.250829317725751983e+24 2.155461445918656069e-30
2.261140066889631592e+24 2.135848551355780094e-30
2.271450816053511201e+24 2.116502135349798067e-30
2.281761565217390810e+24 2.097417392181661673e-30
2.292072314381270419e+24 2.078589623979837283e-30
2.302383063545150028e+24 2.060014237828975304e-30
2.312693812709029638e+24 2.041686742968613657e-30
2.323004561872908978e+24 2.023602748078719012e-30
2.333315311036788587e+24 2.005757958649015177e-30
2.343626060200668197e+24 1.988148174429136265e-30
2.353936809364547806e+24 1.970769286956801012e-30
2.364247558528427415e+24 1.953617277161273966e-30
2.374558307692307024e+24 1.936688213039515512e-30
2.384869056856186633e+24 1.919978247402504389e-30
2.395179806020066242e+24 1.903483615689327339e-30
2.405490555183945851e+24 1.887200633846714649e-30
2.415801304347825460e+24 1.871125696271791082e-30
2.426112053511705338e+24 1.855255273815895375e-30
2.436422802675584679e+24 1.839585911847415444e-30
2.446733551839464556e+24 1.824114228371633994e-30
2.457044301003343897e+24 1.808836912205703331e-30
2.467355050167223775e+24 1.793750721206876511e-30
2.477665799331103115e+24 1.778852480552258630e-30
2.487976548494982993e+24 1.764139081068345903e-30
2.498287297658862334e+24 1.749607477608732972e-30
2.508598046822742211e+24 1.735254687478394120e-30
2.518908795986621552e+24 1.721077788903022187e-30
2.529219545150501429e+24 1.707073919541960485e-30
2.539530294314380770e+24 1.693240275043308528e-30
2.549841043478260648e+24 1.679574107639845854e-30
